iter	RMSE
897	518014.3393
898	517729.384
899	517395.1784
900	517007.1875
901	516946.5985
902	516519.8958
903	516299.4681
904	515976.4782
905	515950.7347
906	515594.044
907	515422.9094
908	515224.8257
909	515075.9225
910	514846.595
911	514767.5589
912	514624.0618
913	514222.7919
914	513774.0271
915	513225.2278
916	513102.0033
917	512968.5992
918	512909.8634
919	512479.8728
920	512234.1013
921	511840.5234
922	511393.6375
923	511201.639
924	511147.9697
925	510869.0353
926	510737.3848
927	510248.9448
928	510157.3511
929	510020.7223
930	509453.3051
931	508786.1101
932	508630.4196
933	508326.0757
934	508245.5439
935	508189.4116
936	507851.8248
937	507388.3524
938	507166.171
939	506870.0439
940	506675.5073
941	506497.5907
942	506427.7907
943	506135.3901
944	505653.9423
945	505630.17
946	505410.9283
947	505183.957
948	505069.9353
949	505045.0407
950	504999.1807
951	504960.9857
952	504589.6034
953	504242.4696
954	503813.7045
955	503579.3584
956	503200.1731
957	503108.7111
958	502664.3382
959	502135.3728
960	501825.8896
961	501331.8031
962	501113.992
963	500631.2068
964	500387.2843
965	500323.647
966	499964.7878
967	499752.0186
968	499596.0652
969	499121.6605
970	498676.1202
971	498270.3714
972	498240.9506
973	498003.8998
974	497868.832
975	497732.7022
976	497317.1213
977	496569.1613
978	496067.9136
979	495926.144
980	495466.4198
981	495280.5906
982	495127.9277
983	494547.5687
984	494452.4354
985	494372.7741
986	494272.8328
987	494153.6666
988	493899.5183
989	493680.5081
990	493386.7196
991	493232.1761
992	493111.5619
993	492952.0574
994	492727.7115
995	492410.6268
996	492102.7975
997	491862.5255
998	491554.0606
999	491302.2286
1000	491143.1225
1001	490830.3599
1002	490807.1385
1003	490480.494
1004	490358.3293
1005	490318.809
1006	490047.0641
1007	489933.9845
1008	489436.7259
1009	489198.7843
1010	488917.8313
1011	488680.8747
1012	488297.7861
1013	488052.4613
1014	487861.4516
1015	487398.3808
1016	487158.667
1017	487049.0673
1018	486809.0233
1019	486606.48
1020	486333.4688
1021	486221.567
1022	485956.1988
1023	485598.5717
1024	485227.9823
1025	485097.3235
1026	484846.4854
1027	484541.8227
1028	484258.4881
1029	483801.4623
1030	483469.1382
1031	483287.235
1032	483011.5759
1033	482646.5126
1034	482458.3539
1035	482139.9149
1036	481736.0883
1037	481492.0879
1038	481132.0771
1039	480701.5966
1040	480532.5102
1041	480210.9419
1042	480005.5047
1043	479562.1551
1044	479067.9351
1045	478889.488
1046	478653.41
1047	478368.6318
1048	477852.2019
1049	477688.8336
1050	477329.5537
1051	477169.6997
1052	476833.2487
1053	476578.2455
1054	476546.413
1055	476440.2829
1056	476377.3022
1057	476023.7049
1058	475793.9364
1059	475496.1334
1060	475247.0923
1061	475020.9698
1062	474649.0163
1063	474364.0507
1064	473912.5242
1065	473333.9069
1066	473064.1129
1067	472840.7976
1068	472729.9209
1069	472654.5228
1070	472565.9213
1071	472234.5556
1072	472070.8268
1073	472002.9861
1074	471714.9727
1075	471660.9435
1076	471190.0373
1077	470690.417
1078	470360.3325
1079	470105.856
1080	469794.2786
1081	469568.5795
1082	469371.9109
1083	469303.984
1084	469137.3765
1085	469031.9871
1086	468578.1823
1087	468446.6407
1088	468313.0114
1089	468251.2127
1090	467970.3824
1091	467810.2496
1092	467442.6041
1093	467189.3784
1094	467045.5935
1095	466490.4733
1096	466114.3268
1097	466035.9317
1098	465769.9135
1099	465376.7438
1100	465165.5415
1101	464970.831
1102	464853.4826
1103	464473.9041
1104	464261.3172
1105	464183.0623
1106	464117.491
1107	463774.193
1108	463522.1601
1109	463378.8846
1110	463070.9674
1111	462500.2773
1112	462156.5826
1113	461936.4337
1114	461671.6809
1115	461522.7017
1116	461094.7453
1117	460986.6385
1118	460825.2465
1119	460753.1167
1120	460281.0209
1121	460155.2475
1122	459858.3079
1123	459378.2736
1124	459158.9456
1125	459132.2789
1126	458973.0552
1127	458858.5642
1128	458718.0436
1129	458381.4579
1130	458298.7393
1131	458053.0115
1132	457887.7243
1133	457578.01
1134	457454.3069
1135	457306.3421
1136	457124.5944
1137	456960.7351
1138	456806.388
1139	456685.5435
1140	456278.3348
1141	455884.0927
1142	455846.1512
1143	455782.8947
1144	455611.0991
1145	455266.3563
1146	454820.3117
1147	454385.5186
1148	454173.9472
1149	454007.2705
1150	453577.6965
1151	453450.2462
1152	453279.2642
1153	453025.8337
1154	452909.7193
1155	452752.9548
1156	452426.9374
1157	452351.9056
1158	452283.6718
1159	452046.6517
1160	451900.6217
1161	451732.5989
1162	451659.8237
1163	451247.5805
1164	451084.5227
1165	450911.4126
1166	450547.3545
1167	450456.4826
1168	450258.3286
1169	450020.4905
1170	449793.1517
1171	449645.312
1172	449479.3623
1173	449377.3367
1174	449307.2158
1175	449210.0922
1176	448916.2075
1177	448820.6509
1178	448677.837
1179	448413.9089
1180	448315.1585
1181	447872.9749
1182	447749.4915
1183	447716.5323
1184	447622.5367
1185	447146.4944
1186	446861.708
1187	446284.3273
1188	445879.7323
1189	445680.4361
1190	445580.9754
1191	445462.6306
1192	444921.1107
1193	444808.0807
1194	444750.1225
1195	444600.7499
1196	444516.5972
1197	444441.2448
1198	443913.0986
1199	443802.822
1200	443510.3817
1201	443389.8856
1202	443272.701
1203	442997.8806
1204	442521.7921
1205	442229.6836
1206	442132.6987
1207	441993.6325
1208	441916.3595
1209	441849.9158
1210	441738.9896
1211	441620.009
1212	441378.628
1213	441355.3537
1214	441278.3733
1215	441177.7146
1216	440891.9853
1217	440774.7944
1218	440668.8399
1219	440637.9634
1220	440462.8918
1221	440446.6797
1222	440216.4031
1223	439968.9856
1224	439731.3574
1225	439661.1597
1226	439527.5337
1227	439248.8406
1228	439059.1147
1229	438835.946
1230	438576.9298
1231	438461.7388
1232	438086.6182
1233	437908.5657
1234	437824.5461
1235	437631.0699
1236	437502.6336
1237	437328.1015
1238	437185.924
1239	436875.3003
1240	436722.5396
1241	436550.1621
1242	436428.8286
1243	436241.1768
1244	436133.8127
1245	435763.0911
1246	435386.3056
1247	435224.7389
1248	434764.5757
1249	434514.8081
1250	434213.2915
1251	434031.7599
1252	433806.3228
1253	433602.3845
1254	433533.5963
1255	433460.9181
1256	433207.4116
1257	433075.8544
1258	432918.1489
1259	432577.2695
1260	432271.6051
1261	432202.7176
1262	432154.4018
1263	431954.4732
1264	431623.6759
1265	431444.1402
1266	431222.925
1267	431074.1811
1268	430457.3006
1269	430058.496
1270	429835.6124
1271	429795.352
1272	429514.4208
1273	429196.9269
1274	428915.5769
1275	428793.9852
1276	428363.5883
1277	427815.9845
1278	427711.1473
1279	427382.4408
1280	427226.5362
1281	426994.3872
1282	426587.106
1283	426571.4266
1284	426304.1743
1285	426170.4348
1286	426005.6812
1287	425870.1743
1288	425761.3156
1289	425601.5379
1290	425586.2092
1291	425454.1767
1292	425221.8156
1293	425044.0776
1294	424748.2824
1295	424450.5641
1296	423963.4328
1297	423872.16
1298	423667.86
1299	423500.896
1300	423406.2605
1301	423386.8397
1302	423317.0569
1303	423259.9298
1304	423205.8522
1305	422921.1692
1306	422892.8232
1307	422805.5071
1308	422698.0391
1309	422548.4897
1310	422411.8207
1311	422053.691
1312	421852.1416
1313	421570.5954
1314	421502.6512
1315	421127.8831
1316	421042.5601
1317	420604.4178
1318	420453.2738
1319	420319.5466
1320	420054.9475
1321	419638.6289
1322	419496.7219
1323	419243.4884
1324	419133.3576
1325	419095.4919
1326	418765.5322
1327	418744.6685
1328	418451.9422
1329	418159.4286
1330	418080.975
1331	417955.2828
1332	417824.6441
1333	417723.8209
1334	417602.1973
1335	417392.0367
1336	417303.7865
1337	416890.7768
1338	416758.2127
1339	416576.3735
1340	416372.2745
1341	415838.837
1342	415598.0841
1343	415477.5223
1344	415044.6579
1345	414842.6602
1346	414633.4719
1347	414515.5204
1348	414081.821
1349	413795.9452
1350	413680.1064
1351	413645.4891
1352	413577.1601
1353	413405.8434
1354	413163.4451
1355	412900.1211
1356	412857.2982
1357	412681.0447
1358	412457.0184
1359	412233.7781
1360	412181.2108
1361	412024.0336
1362	411659.9048
1363	411629.4474
1364	411274.3501
1365	411031.8833
1366	410954.4374
1367	410867.2672
1368	410379.5534
1369	410147.6007
1370	410071.3272
1371	409987.6742
1372	409863.3824
1373	409789.2289
1374	409760.326
1375	409524.8488
1376	409453.1759
1377	409334.9411
1378	409079.2226
1379	408996.5034
1380	408748.0075
1381	408525.9915
1382	408294.3002
1383	408212.1669
1384	408122.0562
1385	407890.828
1386	407573.7685
1387	407244.5138
1388	407119.0654
1389	407064.1786
1390	406908.1331
1391	406877.1198
1392	406637.7381
1393	406495.3031
1394	406357.1091
1395	406167.5452
1396	406058.9419
1397	405952.6285
1398	405913.5668
1399	405506.3524
1400	405416.9479
1401	405106.1312
1402	404914.1426
1403	404834.0514
1404	404524.4277
1405	404420.9506
1406	404221.8652
1407	404111.9837
1408	404039.6844
1409	403872.0664
1410	403603.8159
1411	403508.1462
1412	403080.7507
1413	403005.1821
1414	402794.3174
1415	402572.2707
1416	402442.5798
1417	402346.9765
1418	402201.2257
1419	402048.8166
1420	401921.0962
1421	401807.5982
1422	401638.8455
1423	401393.4166
1424	401013.2507
1425	400797.2314
1426	400764.573
1427	400485.6822
1428	400240.055
1429	400196.3924
1430	400146.0423
1431	400114.5254
1432	399986.5225
1433	399763.8837
1434	399652.6498
1435	399561.6721
1436	399479.8187
1437	399306.4841
1438	399174.5212
1439	399130.1611
1440	399048.4062
1441	398749.4319
1442	398715.8502
1443	398620.8245
1444	398514.2628
1445	398266.1462
1446	398150.6112
1447	398033.7476
1448	397956.7731
1449	397505.3404
1450	397349.2602
1451	397297.1853
1452	397029.7558
1453	396863.5084
1454	396823.9562
1455	396762.1623
1456	396510.7604
1457	396475.9557
1458	396230.1466
1459	395993.4931
1460	395849.4113
1461	395488.6226
1462	395475.278
1463	395329.0242
1464	394977.3401
1465	394950.3056
1466	394869.8569
1467	394799.9584
1468	394772.653
1469	394427.1871
1470	394311.965
1471	394178.9039
1472	393902.6509
1473	393632.8453
1474	393521.3457
1475	393449.4104
1476	393341.4948
1477	392935.8251
1478	392625.2514
1479	392408.0479
1480	392298.9729
1481	392073.6178
1482	391673.9323
1483	391666.9831
1484	391644.2411
1485	391580.2314
1486	391280.1957
1487	391184.5153
1488	391080.4011
1489	391049.957
1490	390931.0151
1491	390749.1617
1492	390729.6548
1493	390669.8244
1494	390509.4754
1495	390428.5314
1496	390153.4559
1497	389983.0956
1498	389954.6111
1499	389733.3649
1500	389673.8645
1501	389646.1993
1502	389409.5161
1503	389289.1615
1504	389106.2749
1505	388968.7535
1506	388611.989
1507	388392.1976
1508	388207.7934
1509	387985.838
1510	387926.948
1511	387558.1611
1512	387409.0016
1513	387287.3704
1514	387117.8701
1515	387094.8527
1516	386938.1248
1517	386579.3362
1518	386525.6731
1519	386510.6874
1520	386442.249
1521	386137.3636
1522	385865.2743
1523	385659.2784
1524	385486.9354
1525	385418.7537
1526	385117.6692
1527	385066.346
1528	384868.71
1529	384775.9336
1530	384675.5176
1531	384567.2205
1532	384525.6953
1533	384382.8527
1534	384364.9399
1535	384141.6629
1536	383834.6721
1537	383555.0688
1538	383416.4813
1539	383396.8196
1540	383182.8959
1541	383072.0813
1542	382910.6378
1543	382729.0675
1544	382582.7651
1545	382480.2835
1546	382051.9805
1547	381719.6996
1548	381542.3015
1549	381535.111
1550	381288.5242
1551	381169.5849
1552	381122.3123
1553	380737.9196
1554	380630.4732
1555	380338.1758
1556	380016.0004
1557	379801.1213
1558	379539.1136
1559	379390.3822
1560	379302.3188
1561	379050.4501
1562	378742.4385
1563	378610.9514
1564	378254.6102
1565	378034.3554
1566	377950.71
1567	377774.9629
1568	377680.9656
1569	377580.477
1570	377484.7091
1571	377222.4324
1572	377136.1362
1573	376760.005
1574	376602.4629
1575	376388.0389
1576	376354.1363
1577	376080.2591
1578	375996.3289
1579	375687.6949
1580	375594.0738
1581	375488.5039
1582	375273.331
1583	375234.4111
1584	375054.93
1585	374979.5326
1586	374956.1952
1587	374835.0233
1588	374661.9308
1589	374637.2107
1590	374270.7675
1591	374254.9289
1592	374205.891
1593	374003.6693
1594	373808.9119
1595	373438.4092
1596	373336.0742
1597	373204.9608
1598	373166.1271
1599	372999.2303
1600	372748.0369
1601	372394.6272
1602	372214.5346
1603	372165.7144
1604	371735.7862
1605	371497.16
1606	371230.1656
1607	371084.9004
1608	370974.8987
1609	370790.8346
1610	370489.5754
1611	370296.1343
1612	369972.2387
1613	369724.8579
1614	369558.1119
1615	369521.3018
1616	369501.7007
1617	369413.6818
1618	369326.6208
1619	369163.0632
1620	369116.4775
1621	369022.9219
1622	368847.085
1623	368676.7935
1624	368258.0517
1625	368128.7262
1626	368021.6593
1627	367980.6255
1628	367862.1806
1629	367697.1669
1630	367483.7605
1631	367463.2181
1632	367160.6258
1633	367033.2311
1634	366973.4284
1635	366750.0017
1636	366664.8772
1637	366567.9676
1638	366364.3234
1639	366263.0816
1640	366137.1669
1641	366023.9921
1642	365977.6478
1643	365929.5147
1644	365756.7658
1645	365704.0803
1646	365574.9211
1647	365419.956
1648	365233.4323
1649	365117.2498
1650	365045.1393
1651	364782.3207
1652	364592.7663
1653	364316.6949
1654	364004.6083
1655	363910.9585
1656	363877.7449
1657	363580.7154
1658	363228.9649
1659	363086.53
1660	362994.9336
1661	362853.6691
1662	362627.2774
1663	362422.156
1664	362396.8008
1665	362148.1652
1666	361953.4931
1667	361755.8808
1668	361588.1296
1669	361579.6427
1670	361312.6251
1671	361262.0531
1672	361175.8315
1673	361100.2881
1674	360945.0508
1675	360792.2023
1676	360627.0197
1677	360540.0226
1678	360433.2685
1679	360306.241
1680	360271.0938
