iter	RMSE
1681	360117.7455
1682	360076.3624
1683	359907.0365
1684	359642.583
1685	359496.5653
1686	359259.5223
1687	359254.895
1688	359207.1209
1689	359118.2922
1690	358992.7626
1691	358912.7491
1692	358788.3911
1693	358558.4605
1694	358544.1443
1695	358254.5435
1696	357794.1079
1697	357705.6407
1698	357492.3827
1699	357432.9892
1700	357140.773
1701	357017.977
1702	356993.5035
1703	356963.5434
1704	356888.9493
1705	356809.7699
1706	356662.12
1707	356593.9498
1708	356510.597
1709	356442.55
1710	356229.8873
1711	356165.3581
1712	356137.3839
1713	356045.1389
1714	355751.9625
1715	355608.1686
1716	355271.1643
1717	355186.2366
1718	355000.8154
1719	354833.5496
1720	354555.14
1721	354354.1297
1722	354184.5227
1723	354176.3286
1724	354071.04
1725	353863.7558
1726	353755.2452
1727	353675.0758
1728	353402.9029
1729	353247.3534
1730	353235.3335
1731	353082.3737
1732	352932.1362
1733	352850.392
1734	352821.4836
1735	352679.7143
1736	352586.2609
1737	352284.0621
1738	352251.6254
1739	352072.0132
1740	352041.4886
1741	351993.6323
1742	351937.2456
1743	351686.4889
1744	351551.0244
1745	351390.3526
1746	351370.8024
1747	351257.4592
1748	351242.5141
1749	350928.4188
1750	350808.5784
1751	350669.4028
1752	350634.9541
1753	350503.6716
1754	350340.6053
1755	350152.1037
1756	350108.7393
1757	350095.2444
1758	349938.7855
1759	349808.116
1760	349649.5343
1761	349471.0116
1762	349299.716
1763	349120.5823
1764	349021.9402
1765	348765.143
1766	348723.5769
1767	348569.9102
1768	348418.2061
1769	348384.3757
1770	348301.1302
1771	348258.1427
1772	348056.4343
1773	347874.4605
1774	347812.9808
1775	347766.9721
1776	347699.7598
1777	347593.8108
1778	347582.9728
1779	347422.391
1780	347336.8624
1781	347259.5529
1782	347184.033
1783	347107.8211
1784	347031.965
1785	346886.19
1786	346739.8954
1787	346654.6372
1788	346535.8369
1789	346513.0149
1790	346425.4363
1791	346419.383
1792	346331.206
1793	346316.2092
1794	346132.3444
1795	346082.6973
1796	345845.7737
1797	345803.747
1798	345698.7212
1799	345569.3995
1800	345538.7685
1801	345468.0901
1802	345401.4822
1803	345313.7738
1804	345235.1402
1805	345093.867
1806	344613.3792
1807	344536.4474
1808	344432.5121
1809	344311.4705
1810	343991.2565
1811	343792.1735
1812	343761.2676
1813	343712.0866
1814	343635.4144
1815	343265.5414
1816	343191.2086
1817	343145.8345
1818	342734.9479
1819	342494.3218
1820	342419.4842
1821	342410.69
1822	342352.0816
1823	342295.744
1824	342141.8849
1825	342035.7794
1826	341794.3649
1827	341760.1741
1828	341643.7181
1829	341610.6327
1830	341445.9104
1831	341008.0309
1832	340867.572
1833	340750.9673
1834	340616.5237
1835	340512.1673
1836	340408.4641
1837	340394.8265
1838	340268.9337
1839	340233.5098
1840	339915.27
1841	339825.4453
1842	339779.3872
1843	339697.8736
1844	339606.5062
1845	339550.0377
1846	339340.9507
1847	339171.4644
1848	338741.3617
1849	338297.3964
1850	338110.5253
1851	337936.8116
1852	337919.026
1853	337832.73
1854	337720.489
1855	337611.7863
1856	337582.9885
1857	337513.1172
1858	337423.456
1859	337290.0722
1860	337166.8572
1861	336958.8521
1862	336856.9067
1863	336836.8269
1864	336712.9496
1865	336603.6052
1866	336374.1403
1867	336330.6721
1868	336262.6002
1869	336000.8634
1870	335839.1502
1871	335727.6526
1872	335485.1776
1873	335443.1146
1874	335360.0665
1875	335222.0475
1876	334774.7093
1877	334717.6861
1878	334524.7946
1879	334442.0236
1880	334380.8884
1881	334169.2975
1882	333883.5894
1883	333816.9592
1884	333803.4405
1885	333521.5775
1886	333410.361
1887	333389.8269
1888	333249.113
1889	332875.7535
1890	332599.2092
1891	332472.2559
1892	332342.2498
1893	332249.6127
1894	332190.3152
1895	332069.1444
1896	331891.643
1897	331737.9774
1898	331620.8336
1899	331489.7107
1900	331362.1675
1901	331173.9303
1902	331087.6526
1903	330906.7448
1904	330742.085
1905	330568.5268
1906	330512.4943
1907	330319.7197
1908	330242.348
1909	330102.4443
1910	329932.5378
1911	329822.8637
1912	329667.2152
1913	329564.7909
1914	329332.822
1915	329085.3038
1916	328865.8328
1917	328834.5902
1918	328768.5016
1919	328744.853
1920	328723.4153
1921	328587.2088
1922	328459.2
1923	328351.0456
1924	328214.5265
1925	327920.2948
1926	327868.4597
1927	327739.7034
1928	327598.5945
1929	327331.0527
1930	327179.5529
1931	327063.0622
1932	326864.7425
1933	326712.2386
1934	326701.9434
1935	326473.6704
1936	326379.2045
1937	326182.695
1938	325893.7072
1939	325808.5524
1940	325676.8548
1941	325549.5748
1942	325173.3066
1943	324972.6049
1944	324857.8055
1945	324731.2489
1946	324700.8342
1947	324587.298
1948	324451.8366
1949	324431.3622
1950	324405.7738
1951	324202.2182
1952	323990.098
1953	323717.9559
1954	323700.7222
1955	323572.3595
1956	323505.9455
1957	323438.648
1958	323269.8231
1959	323256.4302
1960	323073.8747
1961	322800.5942
1962	322677.5273
1963	322610.0757
1964	322488.5876
1965	322317.1748
1966	322300.0601
1967	322167.5535
1968	322076.3209
1969	321848.3017
1970	321428.7717
1971	321414.8464
1972	321397.893
1973	321263.141
1974	321012.2922
1975	320909.0285
1976	320824.2793
1977	320732.5374
1978	320705.1387
1979	320525.5169
1980	320430.3904
1981	320216.8484
1982	320022.7762
1983	319962.454
1984	319730.402
1985	319710.205
1986	319523.6243
1987	319466.9964
1988	319307.0526
1989	319204.4614
1990	319026.2361
1991	318850.9503
1992	318685.7158
1993	318486.6102
1994	318359.6109
1995	318196.549
1996	317926.0862
1997	317914.1833
1998	317833.2923
1999	317809.9569
2000	317757.9598
2001	317360.6814
2002	317343.5752
2003	317137.0273
2004	317113.0436
2005	317089.4381
2006	316948.2251
2007	316943.6549
2008	316769.2152
2009	316625.2624
2010	316483.7974
2011	316329.2392
2012	316319.251
2013	316019.0832
2014	315846.6335
2015	315564.0437
2016	315520.9415
2017	315288.2442
2018	315136.7607
2019	314902.5279
2020	314467.8653
2021	314259.7667
2022	314198.3815
2023	314034.2851
2024	313822.1684
2025	313773.2544
2026	313542.3311
2027	313451.0885
2028	313424.5
2029	313187.3817
2030	313123.4325
2031	313015.0197
2032	312929.2887
2033	312732.7976
2034	312595.8948
2035	312443.3822
2036	312359.3175
2037	312199.7159
2038	312137.3745
2039	312045.3319
2040	311972.7134
2041	311783.7423
2042	311700.1941
2043	311578.5688
2044	311533.083
2045	311321.3035
2046	311257.8792
2047	311032.68
2048	310900.9184
2049	310838.4229
2050	310732.5142
2051	310377.6768
2052	310022.3843
2053	309844.2206
2054	309816.313
2055	309458.2096
2056	309390.2543
2057	309251.7323
2058	308885.8292
2059	308866.4948
2060	308846.7078
2061	308753.5407
2062	308401.5929
2063	308264.4013
2064	308186.4818
2065	308180.5423
2066	307954.4662
2067	307854.2828
2068	307829.6804
2069	307697.3229
2070	307625.3564
2071	307577.4326
2072	307492.7418
2073	307319.8603
2074	306954.3178
2075	306906.8966
2076	306778.3474
2077	306660.3564
2078	306565.3839
2079	306471.2829
2080	306337.2745
2081	306217.9223
2082	306073.0131
2083	305933.1983
2084	305831.5408
2085	305795.2544
2086	305785.6701
2087	305440.6949
2088	305393.6835
2089	305155.9556
2090	305002.6472
2091	304984.5853
2092	304885.6178
2093	304738.4488
2094	304660.1835
2095	304560.441
2096	304440.4879
2097	304382.7522
2098	304256.0497
2099	304159.2803
2100	304030.8249
2101	304021.4089
2102	303943.2412
2103	303929.4746
2104	303920.6343
2105	303789.7567
2106	303653.5824
2107	303525.9712
2108	303305.8531
2109	303279.2977
2110	303219.3726
2111	303080.5862
2112	302896.6961
2113	302570.7185
2114	302414.6065
2115	302312.9935
2116	302140.7146
2117	302004.6075
2118	301864.0867
2119	301854.5457
2120	301705.7084
2121	301555.8329
2122	301243.7214
2123	301156.1943
2124	301073.5474
2125	300877.5884
2126	300855.1993
2127	300498.3423
2128	300269.6855
2129	300213.1258
2130	300188.7501
2131	299930.875
2132	299914.1568
2133	299904.4361
2134	299837.9683
2135	299796.7676
2136	299694.7771
2137	299561.1769
2138	299453.2726
2139	299365.8511
2140	299329.7585
2141	299033.8556
2142	298975.741
2143	298931.3337
2144	298741.8886
2145	298739.6008
2146	298673.6646
2147	298665.5344
2148	298519.7923
2149	298409.4376
2150	298360.2096
2151	298174.3163
2152	298075.6011
2153	297894.3143
2154	297738.7821
2155	297568.2608
2156	297449.1288
2157	297330.8879
2158	297161.5383
2159	297070.0007
2160	296961.0595
2161	296785.0338
2162	296762.9992
2163	296592.2137
2164	296442.6087
2165	296081.8889
2166	295809.389
2167	295801.7092
2168	295712.6251
2169	295690.2614
2170	295565.3609
2171	295557.7428
2172	295550.2651
2173	295468.5745
2174	295335.3696
2175	295242.3728
2176	295236.413
2177	295117.7456
2178	295005.9932
2179	294979.5725
2180	294964.3012
2181	294829.9594
2182	294579.9101
2183	294417.8914
2184	294269.8664
2185	294173.761
2186	294167.3127
2187	293990.368
2188	293981.3884
2189	293870.9745
2190	293697.3693
2191	293645.3766
2192	293507.7221
2193	293360.8236
2194	293285.791
2195	293258.5919
2196	293150.2237
2197	293062.6003
2198	293032.6109
2199	292860.3218
2200	292736.9176
2201	292497.2051
2202	292415.6893
2203	292271.752
2204	292262.3558
2205	292085.7755
2206	292077.7512
2207	291999.8519
2208	291892.7518
2209	291846.7833
2210	291819.0633
2211	291678.6889
2212	291479.2611
2213	291471.7469
2214	291408.3809
2215	291323.5126
2216	291181.1427
2217	291024.0916
2218	290781.7168
2219	290611.2883
2220	290527.011
2221	290466.5032
2222	290409.735
2223	290386.8364
2224	290285.1441
2225	290163.2865
2226	290020.543
2227	289931.1984
2228	289839.9807
2229	289825.7097
2230	289727.3357
2231	289474.9866
2232	289404.0978
2233	289163.3793
2234	289058.2701
2235	289050.0994
2236	288893.9521
2237	288759.1669
2238	288712.1446
2239	288454.4244
2240	288271.3691
2241	288244.4419
2242	288232.538
2243	287991.4599
2244	287822.6928
2245	287805.7469
2246	287739.2613
2247	287437.9439
2248	287267.9942
2249	287138.233
2250	287002.4485
2251	286967.5574
2252	286733.9018
2253	286733.3261
2254	286557.5752
2255	286457.0749
2256	286396.7128
2257	286345.0011
2258	286267.5913
2259	286140.3887
2260	286012.0521
2261	286005.576
2262	285990.8761
2263	285855.1549
2264	285730.3471
2265	285579.3334
2266	285434.9012
2267	285331.5911
2268	285169.6696
2269	285100.1664
2270	284968.0506
2271	284855.3205
2272	284783.3832
2273	284728.4653
2274	284558.6251
2275	284421.0225
2276	284286.9381
2277	284229.383
2278	284021.0883
2279	283874.065
2280	283632.3169
2281	283573.7265
2282	283456.9034
2283	283440.1745
2284	283187.6354
2285	283067.9425
2286	283058.111
2287	282978.5808
2288	282875.6936
2289	282685.0153
2290	282674.5322
2291	282480.5979
2292	282333.7758
2293	282197.403
2294	281969.4785
2295	281900.2802
2296	281857.3835
2297	281736.5039
2298	281662.2014
2299	281471.3627
2300	281469.791
2301	281291.3544
2302	281164.338
2303	281052.2722
2304	280904.372
2305	280895.6773
2306	280784.6005
2307	280487.2889
2308	280468.9873
2309	280383.1845
2310	280249.0802
2311	279949.8902
2312	279895.2973
2313	279761.3417
2314	279735.8503
2315	279507.9073
2316	279319.1723
2317	279100.0869
2318	279069.6627
2319	278996.5197
2320	278983.4656
2321	278907.0606
2322	278854.4204
2323	278730.6444
2324	278729.0052
2325	278606.4562
2326	278378.2813
2327	278253.5495
2328	278111.4991
2329	278009.597
2330	278004.4351
2331	277891.2947
2332	277741.1861
2333	277675.1678
2334	277608.7054
2335	277549.4055
2336	277367.4272
2337	277233.4191
2338	277186.9756
2339	277164.0895
2340	277118.0871
2341	276896.9835
2342	276798.9883
2343	276683.1717
2344	276664.7867
2345	276547.5829
2346	276409.4857
2347	276207.5837
2348	276196.8478
2349	276169.2367
2350	276050.5308
2351	275986.7402
2352	275954.822
2353	275888.5956
2354	275818.0426
2355	275766.5188
2356	275488.6907
2357	275466.5658
2358	275438.6167
2359	275322.2933
2360	275273.7233
2361	275223.701
2362	274931.5821
2363	274798.9069
2364	274781.2425
2365	274730.7028
2366	274586.82
2367	274276.4968
2368	274188.8307
2369	274142.3115
2370	274070.3571
2371	273883.0545
2372	273620.6184
2373	273527.4519
2374	273391.2044
2375	273214.4914
2376	273104.1464
2377	272975.9936
2378	272921.2809
2379	272806.2914
2380	272627.9882
2381	272616.6676
2382	272492.658
2383	272459.642
2384	272445.1622
2385	272129.7483
2386	272008.8779
2387	271870.2005
2388	271782.1008
2389	271762.541
2390	271484.6979
2391	271402.4106
2392	271246.8646
2393	271192.7134
2394	271043.9897
2395	270952.0291
2396	270758.6381
2397	270617.102
2398	270447.7989
2399	270345.315
2400	270234.7806
2401	270125.4002
2402	270054.082
2403	270030.2701
2404	270013.3642
2405	269934.5536
2406	269870.0107
2407	269607.6393
2408	269531.3488
2409	269450.199
2410	269306.0919
2411	269246.4807
2412	269238.8029
2413	269119.3408
2414	269029.8589
2415	268968.7994
2416	268842.316
2417	268819.8387
2418	268779.0432
2419	268646.4574
2420	268612.7495
2421	268429.6556
2422	268365.5977
2423	268223.2829
2424	268218.9259
2425	268084.2395
2426	267980.7848
2427	267849.9583
2428	267722.0978
2429	267582.8565
2430	267558.3142
2431	267425.4498
2432	267406.6174
2433	267312.784
2434	267193.2255
2435	266998.9332
2436	266918.7982
2437	266799.869
2438	266784.359
2439	266729.769
2440	266519.2971
2441	266496.3472
2442	266425.3942
2443	266413.7136
2444	266400.9284
2445	266397.0945
2446	266388.3051
2447	266227.6717
2448	266162.873
2449	266076.7946
2450	266071.8346
2451	265880.374
2452	265814.1872
2453	265714.0799
2454	265671.6351
2455	265561.3362
2456	265413.5458
2457	265343.8399
2458	265309.8958
2459	265250.7171
2460	265154.8356
2461	264993.2439
2462	264689.0521
2463	264631.1905
2464	264555.4605
2465	264481.1713
2466	264412.0419
2467	264273.834
2468	264097.4907
2469	263980.8357
2470	263908.3197
2471	263878.9012
2472	263796.5819
2473	263736.0408
2474	263619.5844
2475	263593.2077
2476	263400.4245
2477	263372.9876
2478	263202.3187
2479	263031.1059
2480	262927.5609
2481	262714.0141
2482	262546.5671
2483	262514.1792
2484	262366.1217
2485	262299.8726
2486	262177.6873
2487	262092.8426
2488	261941.1572
2489	261893.9074
2490	261697.6484
2491	261651.2844
2492	261518.3391
2493	261388.8043
2494	261272.7643
2495	261063.0807
2496	260818.4377
2497	260648.5255
2498	260491.4955
2499	260447.0443
2500	260368.3036
2501	260180.0865
2502	260052.4925
2503	259937.908
2504	259839.5143
2505	259759.8046
2506	259485.5896
2507	259419.5284
2508	259408.9232
2509	259299.4754
2510	259078.8307
2511	259067.2907
2512	258919.3886
2513	258765.3833
2514	258662.4851
2515	258607.4775
2516	258488.6621
2517	258343.6785
2518	258329.1044
2519	258178.7203
2520	258056.9724
2521	257955.8796
2522	257869.9744
2523	257864.0115
2524	257728.7577
2525	257628.1948
2526	257565.8216
2527	257474.5794
2528	257365.6341
2529	257259.5794
2530	257216.9068
2531	257188.1386
2532	256922.0799
2533	256882.2673
2534	256842.6653
2535	256823.0822
2536	256740.8083
2537	256618.0294
2538	256503.9625
2539	256492.8335
2540	256340.3104
2541	256193.2751
2542	256009.7617
2543	255885.9634
2544	255794.7342
2545	255698.8828
2546	255511.4839
2547	255386.2758
2548	255299.1946
2549	255247.9259
2550	255211.634
2551	255094.1423
2552	254994.0113
2553	254985.2831
2554	254927.3046
2555	254755.7042
2556	254664.9797
2557	254546.1042
2558	254353.4928
2559	254339.8785
2560	254274.3424
2561	254117.1021
2562	253967.9675
2563	253963.8735
2564	253953.4739
2565	253798.2463
2566	253675.8379
2567	253604.2029
2568	253487.7027
2569	253372.9885
2570	253220.3624
2571	253154.7669
2572	253037.1521
2573	252909.4525
2574	252867.6179
2575	252783.9424
2576	252771.8231
2577	252651.3388
2578	252600.1981
2579	252520.2008
2580	252514.8613
2581	252443.9739
2582	252383.2125
2583	252305.1323
2584	252184.9069
2585	252073.2736
2586	252017.7297
2587	251908.8613
2588	251743.0714
2589	251645.848
2590	251527.1959
2591	251502.3021
2592	251393.116
2593	251144.7242
2594	250990.66
2595	250834.3237
2596	250764.2156
2597	250641.2094
2598	250544.6226
2599	250533.7546
2600	250412.2949
2601	250401.8034
2602	250304.0444
2603	250143.8859
2604	250083.1867
2605	249966.2347
2606	249853.2553
2607	249671.0254
2608	249463.428
2609	249310.3469
2610	249249.5075
2611	249144.9759
2612	249028.7367
2613	248972.9692
2614	248909.8422
2615	248765.1762
2616	248735.6173
2617	248669.34
2618	248654.2321
2619	248592.1759
2620	248497.3838
2621	248460.0793
2622	248421.7573
2623	248391.1838
2624	248255.3506
2625	248232.3924
2626	248098.9103
2627	248036.0339
2628	247937.1708
2629	247807.6087
2630	247780.8907
2631	247535.7912
2632	247425.9882
2633	247413.5594
2634	247342.1294
2635	247297.6353
2636	247176.4523
2637	247091.8663
2638	246929.95
2639	246738.5759
2640	246562.4015
2641	246496.5956
2642	246452.9779
2643	246344.2642
2644	246177.4885
2645	246164.6685
2646	246061.3765
2647	245979.1167
2648	245859.0601
2649	245782.24
2650	245544.7674
2651	245453.9323
2652	245402.133
2653	245347.5203
2654	245215.6048
2655	245123.7596
2656	245059.3445
2657	244939.9571
2658	244796.0944
2659	244618.7046
2660	244511.4788
2661	244336.6495
2662	244258.078
2663	244208.335
2664	244050.4298
2665	243986.4707
2666	243793.5909
2667	243641.0432
2668	243518.7123
2669	243430.1318
2670	243375.337
2671	243298.8142
2672	243067.1094
2673	243037.4583
2674	242887.4485
2675	242861.6175
2676	242836.8608
2677	242657.7865
2678	242591.8585
2679	242529.5983
2680	242523.8944
2681	242455.9429
2682	242449.7684
2683	242410.451
2684	242295.654
2685	242252.4665
2686	242125.6853
2687	242086.1665
2688	241986.9022
2689	241910.4383
2690	241844.8573
2691	241805.1113
2692	241712.2585
2693	241672.0001
2694	241650.1186
2695	241555.8489
2696	241474.234
2697	241364.0111
2698	241085.4541
2699	240942.4129
2700	240935.7774
2701	240828.4118
2702	240791.2322
2703	240749.49
2704	240743.6675
2705	240655.3282
2706	240528.179
2707	240379.7512
2708	240318.7652
2709	240314.807
2710	240279.9735
2711	240125.3363
2712	239924.3723
2713	239719.4658
2714	239651.5196
2715	239623.6529
2716	239526.7089
2717	239446.6248
2718	239352.6352
2719	239336.1584
2720	239293.7562
2721	239162.4376
2722	239094.312
2723	239017.979
2724	238976.4254
2725	238788.9824
2726	238594.0526
2727	238427.7694
2728	238333.644
2729	238204.7649
2730	238199.3082
2731	238087.2242
2732	238055.8571
2733	238012.3802
2734	237884.3612
2735	237808.7883
2736	237691.8301
2737	237545.3008
2738	237495.6947
2739	237470.3057
2740	237367.7962
2741	237328.4734
2742	237220.9083
2743	237065.9808
2744	236943.8578
2745	236851.4862
2746	236790.0513
2747	236714.688
2748	236635.4731
2749	236528.7187
2750	236410.6215
2751	236291.7447
2752	236288.815
2753	236272.49
2754	236177.544
2755	236113.3511
2756	235981.3782
2757	235797.9474
2758	235688.0812
2759	235584.0052
2760	235543.7538
2761	235524.2587
2762	235451.4626
2763	235448.457
2764	235443.0671
2765	235254.8094
2766	235176.6616
2767	234971.883
2768	234885.8366
2769	234875.2983
2770	234850.3254
2771	234749.509
2772	234745.0021
2773	234742.8522
2774	234628.1246
2775	234530.0501
2776	234262.8821
2777	234251.3093
2778	234244.3998
2779	234135.1284
2780	234122.2381
2781	233976.1963
2782	233865.1939
2783	233810.0657
2784	233797.0759
2785	233715.0224
2786	233603.8573
2787	233572.5581
2788	233518.4993
2789	233396.7536
2790	233365.7085
2791	233111.1823
2792	233012.175
2793	232878.3808
2794	232802.5172
2795	232681.2311
2796	232640.4778
2797	232524.7993
2798	232470.1339
2799	232463.0068
2800	232402.7868
2801	232269.9562
2802	232231.5658
2803	232030.2461
2804	231837.6906
2805	231715.394
2806	231572.4257
2807	231558.1801
2808	231498.1284
2809	231485.7264
2810	231361.1723
2811	231243.0721
2812	231091.8438
2813	231068.595
2814	230937.961
2815	230771.3938
2816	230766.6868
2817	230678.2308
2818	230653.405
2819	230625.7784
2820	230449.1576
2821	230356.4862
2822	230059.9537
2823	229836.1243
2824	229817.1804
2825	229661.8933
2826	229588.4058
2827	229528.6594
2828	229465.7145
2829	229336.8664
2830	229099.6659
2831	229005.7719
2832	228973.3735
2833	228954.2898
2834	228908.069
2835	228861.2462
2836	228816.8245
2837	228754.0639
2838	228627.5185
2839	228543.7524
2840	228534.2967
2841	228450.6665
2842	228374.2639
2843	228231.1431
2844	228091.2351
2845	228028.42
2846	227944.5475
2847	227905.7283
2848	227865.1073
2849	227810.5246
2850	227739.7838
2851	227710.9582
2852	227682.537
2853	227560.0341
2854	227454.9476
2855	227427.9711
2856	227422.8184
2857	227280.8361
2858	227210.2034
2859	227153.99
2860	226981.6901
2861	226905.4034
2862	226854.9565
2863	226795.6821
2864	226776.4784
2865	226734.7748
2866	226658.791
2867	226654.1015
2868	226562.1557
2869	226393.1514
2870	226345.8837
2871	226236.0254
2872	226192.8291
2873	226111.6912
2874	226052.0324
2875	226002.4287
2876	225948.9164
2877	225852.4282
2878	225750.224
2879	225713.9055
2880	225634.768
2881	225550.3709
2882	225410.9071
2883	225256.6393
2884	225158.4297
2885	224993.7815
2886	224935.8083
2887	224788.8058
2888	224736.6867
2889	224679.9561
2890	224675.6627
2891	224577.5654
2892	224504.4024
2893	224454.541
2894	224422.2877
2895	224280.5034
2896	224275.9807
2897	224245.7744
2898	224190.568
2899	224144.2651
2900	224013.197
2901	223934.4976
2902	223829.6079
2903	223757.7838
2904	223652.0108
2905	223626.7544
2906	223575.8923
2907	223565.2833
2908	223410.0361
2909	223218.9595
2910	223173.7911
2911	222966.6413
2912	222906.6985
2913	222877.7972
2914	222636.2449
2915	222515.9895
2916	222388.4527
2917	222288.4856
2918	222247.7643
2919	222232.0203
2920	222126.8564
2921	221987.5862
2922	221970.2689
2923	221783.6623
2924	221664.4756
2925	221499.1074
2926	221465.4669
2927	221379.3477
2928	221377.7582
2929	221222.1339
2930	221122.3409
2931	221019.8171
2932	220946.2181
2933	220897.6424
2934	220801.823
2935	220714.5193
2936	220622.6963
2937	220615.1981
2938	220608.677
2939	220534.8187
2940	220465.3335
2941	220380.0258
2942	220374.3759
2943	220342.7853
2944	220170.8434
2945	220107.3681
2946	219972.3855
2947	219936.5338
2948	219808.7858
2949	219791.7723
2950	219633.5919
2951	219595.685
2952	219569.2007
2953	219563.7819
2954	219384.025
2955	219337.1475
2956	219224.7794
2957	219218.4094
2958	219049.8121
2959	219000.791
2960	218983.6439
2961	218911.9363
2962	218852.6711
2963	218760.6686
2964	218734.5303
2965	218671.8316
2966	218645.6819
2967	218571.4649
2968	218521.7557
2969	218439.2928
2970	218345.1888
2971	218284.218
2972	218193.065
2973	218107.3813
2974	218083.3622
2975	217989.3348
2976	217902.1241
2977	217849.5818
2978	217766.8568
2979	217688.1656
2980	217652.5342
2981	217567.4335
2982	217500.6487
2983	217467.0751
2984	217415.2617
2985	217338.3529
2986	217292.6095
2987	217175.9377
2988	217093.33
2989	217036.6038
2990	216986.2318
2991	216936.173
2992	216849.9854
2993	216790.2674
2994	216733.6203
2995	216675.9876
2996	216546.3388
2997	216376.7588
2998	216325.6194
2999	216236.0941
3000	216198.4274
3001	216133.961
3002	216043.3176
3003	215958.8748
3004	215942.8483
3005	215852.6192
3006	215823.1462
3007	215783.4527
3008	215672.3343
3009	215575.838
3010	215533.7392
3011	215451.4481
3012	215410.7279
3013	215374.513
3014	215271.4659
3015	215196.0294
3016	215094.5846
3017	215040.1699
3018	215020.3163
3019	214992.7017
3020	214982.1715
3021	214978.5785
3022	214893.3962
3023	214750.5217
3024	214652.1898
3025	214529.6966
3026	214424.7111
3027	214224.1862
3028	214174.0352
3029	214124.2834
3030	214083.4177
3031	214061.9684
3032	214036.571
3033	213963.4857
3034	213866.9389
3035	213803.6474
3036	213580.4977
3037	213522.8519
3038	213467.6806
3039	213377.9896
3040	213310.788
3041	213241.0764
3042	213202.7466
3043	213077.3813
3044	213037.1427
3045	212921.1117
3046	212845.0247
3047	212768.3622
3048	212752.3407
3049	212649.0852
3050	212496.9463
3051	212259.9104
3052	212110.5907
3053	212068.3359
3054	211921.8011
3055	211816.8414
3056	211743.0251
3057	211704.042
3058	211667.3139
3059	211617.6525
3060	211557.7178
3061	211505.4538
3062	211446.5926
3063	211300.4336
3064	211248.6313
3065	211217.2403
3066	211167.3617
3067	211154.7014
3068	211080.4732
3069	211008.6712
3070	210951.648
3071	210895.7616
3072	210698.9188
3073	210636.4637
3074	210581.6527
3075	210544.896
3076	210458.0771
3077	210445.6518
3078	210374.3204
3079	210277.2837
3080	210240.5917
3081	210118.1118
3082	210052.4414
3083	209986.4733
3084	209947.2044
3085	209810.5613
3086	209699.3654
3087	209671.2019
3088	209579.3838
3089	209497.8818
3090	209414.9457
3091	209311.0477
3092	209169.393
3093	209117.3738
3094	209104.2022
3095	209090.6913
3096	209022.8674
3097	208961.2157
3098	208902.1707
3099	208770.7431
3100	208714.0682
3101	208593.6039
3102	208470.5567
3103	208444.0298
3104	208386.98
3105	208368.9796
3106	208263.2539
3107	208150.3428
3108	208144.5759
3109	208098.7225
3110	207991.0069
3111	207873.9832
3112	207791.4589
3113	207756.2065
3114	207646.4555
3115	207492.2218
3116	207451.4458
3117	207390.9949
3118	207297.7791
3119	207252.8348
3120	207148.9899
3121	207107.5935
3122	207094.6798
3123	207055.1125
3124	206953.455
3125	206845.43
3126	206719.557
3127	206679.0596
3128	206626.1455
3129	206550.8811
3130	206526.7284
3131	206451.75
3132	206415.6633
3133	206407.9699
3134	206327.7332
3135	206322.8064
3136	206289.1329
3137	206237.1851
3138	206190.6783
3139	206117.8672
3140	206107.5347
3141	206103.0177
3142	206081.3267
3143	206024.0668
3144	205955.597
3145	205898.0686
3146	205863.0018
3147	205856.2716
3148	205817.6573
3149	205786.4211
3150	205772.5709
3151	205715.6094
3152	205637.8278
3153	205543.0235
3154	205465.6872
3155	205441.3583
3156	205363.2148
3157	205155.1305
3158	205045.9471
3159	205030.4308
3160	204940.36
3161	204890.0679
3162	204763.4071
3163	204682.6186
3164	204575.4363
3165	204497.0061
3166	204396.5021
3167	204281.5226
3168	204102.3731
3169	204031.2838
3170	204004.1128
3171	203990.5701
3172	203860.406
3173	203781.3233
3174	203757.1594
3175	203720.6008
3176	203643.2565
3177	203615.0347
3178	203501.6795
3179	203471.2001
3180	203384.7818
3181	203306.3051
3182	203279.4019
3183	203236.8868
3184	203219.9811
3185	203165.5201
3186	203041.9757
3187	203007.3002
3188	202937.5264
3189	202883.4396
3190	202864.7624
3191	202805.9855
3192	202711.1843
3193	202551.8934
3194	202467.9223
3195	202425.4571
3196	202346.4347
3197	202317.7908
3198	202210.0745
3199	202105.1106
3200	202071.0701
3201	202033.377
3202	201943.4785
3203	201885.5344
3204	201854.0867
3205	201796.3985
3206	201692.9824
3207	201664.0139
3208	201605.7341
3209	201571.9605
3210	201543.4151
3211	201455.3581
3212	201430.7406
3213	201424.683
3214	201352.3115
3215	201324.6968
3216	201220.6573
3217	201128.8678
3218	201022.7128
3219	200987.8647
3220	200904.1173
3221	200873.6299
3222	200838.7929
3223	200835.8584
3224	200771.3584
3225	200697.7382
3226	200663.2358
3227	200610.3991
3228	200528.3593
3229	200455.018
3230	200448.9291
3231	200430.9591
3232	200366.324
3233	200291.0001
3234	200142.9212
3235	200123.2738
3236	200105.4919
3237	200091.4658
3238	200068.9912
3239	199929.0414
3240	199870.0978
3241	199813.6326
3242	199719.3571
3243	199552.8552
3244	199420.8287
3245	199201.5813
3246	199121.2573
3247	199061.3982
3248	199009.7363
3249	198869.4566
3250	198851.0847
3251	198727.0554
3252	198648.6052
3253	198643.2707
